Particle_ID,Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
2,4.263999999999759,3.575994692028384e-06,1.2109118622329092e-06,-4.2803944904238386e-07,-3.4300932322858124e-05,1.559206166457535e-06,4.553384030854648e-05
2,4.265999999999759,3.583740579003996e-06,1.1914062876719722e-06,-4.142307495105254e-07,7.745886975611867e-06,-1.9505574560937087e-05,1.3808699531858458e-05
2,4.26799999999976,3.5528897589435903e-06,1.1865390147977177e-06,-4.0818198552983144e-07,-3.0850820060405796e-05,-4.867272874254396e-06,6.048763980693916e-06
2,4.269999999999761,3.554560694303642e-06,1.184374015760307e-06,-3.984729533693551e-07,1.6709353600518642e-06,-2.1649990374106706e-06,9.70903216047634e-06
2,4.271999999999761,3.545445358548129e-06,1.130170857233576e-06,-3.970914974421463e-07,-9.115335755512867e-06,-5.420315852673118e-05,1.381455927208771e-06
2,4.273999999999762,3.561875701747738e-06,1.122700406843295e-06,-4.216105246753665e-07,1.643034319960893e-05,-7.470450390280939e-06,-2.4519027233220186e-05
2,4.275999999999763,3.5279944865327817e-06,1.1258814613461562e-06,-3.884667645674452e-07,-3.388121521495631e-05,3.181054502861133e-06,3.314376010792128e-05
2,4.277999999999763,3.5243005013033774e-06,1.1377602297598957e-06,-3.785711541339971e-07,-3.6939852294042984e-06,1.1878768413739453e-05,9.895610433448089e-06
2,4.279999999999764,3.546850577593453e-06,1.089594825637111e-06,-4.071045131297554e-07,2.2550076290075412e-05,-4.816540412278466e-05,-2.8533358995758287e-05
2,4.281999999999765,3.531020350720913e-06,1.0897516680185178e-06,-4.1410369547460563e-07,-1.5830226872539577e-05,1.568423814068378e-07,-6.999182344850259e-06
2,4.283999999999765,3.524792549406664e-06,1.149988371294944e-06,-4.448228960173032e-07,-6.227801314249404e-06,6.023670327642605e-05,-3.071920054269757e-05
2,4.285999999999766,3.5505578452741217e-06,1.1725450323260292e-06,-4.28823597132498e-07,2.5765295867457888e-05,2.2556661031085347e-05,1.5999298884805195e-05
2,4.287999999999767,3.533118309046822e-06,1.2043182690158992e-06,-4.835013328327778e-07,-1.7439536227299346e-05,3.1773236689869976e-05,-5.4677735700279755e-05
2,4.289999999999767,3.6043294079952874e-06,1.2341400919313375e-06,-4.794862669506054e-07,7.121109894846514e-05,2.9821822915438376e-05,4.015065882172379e-06
2,4.291999999999768,3.6626872671935557e-06,1.2102351876592514e-06,-5.260095195399354e-07,5.835785919826839e-05,-2.390490427208611e-05,-4.652325258933004e-05
2,4.293999999999769,3.645355957454935e-06,1.1761026495152517e-06,-4.852193486828841e-07,-1.7331309738620542e-05,-3.413253814399977e-05,4.0790170857051205e-05
2,4.295999999999769,3.6272855328818236e-06,1.1280479625316343e-06,-4.390314574490791e-07,-1.807042457311165e-05,-4.8054686983617404e-05,4.618789123380503e-05
2,4.29799999999977,3.5423705614614644e-06,1.1020290388212657e-06,-4.7275656031441357e-07,-8.491497142035921e-05,-2.6018923710368615e-05,-3.372510286533449e-05
2,4.299999999999771,3.5406086371524637e-06,1.0572326935033806e-06,-4.3701799238414374e-07,-1.7619243090006577e-06,-4.4796345317885014e-05,3.573856793026982e-05
2,4.301999999999771,3.5371862899054083e-06,1.095691693630748e-06,-4.624468054715497e-07,-3.4223472470555186e-06,3.8459000127367333e-05,-2.5428813087405982e-05
2,4.303999999999772,3.558509114940396e-06,1.1147659459648772e-06,-4.2604983411967306e-07,2.132282503498791e-05,1.907425233412924e-05,3.6396971351876634e-05
2,4.305999999999773,3.623205005448064e-06,1.1039577860033052e-06,-4.728094307203291e-07,6.469589050766816e-05,-1.0808159961571933e-05,-4.675959660065605e-05
2,4.307999999999773,3.645328040997677e-06,1.0928075403108537e-06,-4.475792795590269e-07,2.212303554961292e-05,-1.1150245692451505e-05,2.5230151161302192e-05
2,4.309999999999774,3.631042312115515e-06,1.080354649974543e-06,-5.159959462479956e-07,-1.428572888216168e-05,-1.2452890336310788e-05,-6.84166666889687e-05
2,4.311999999999775,3.7098647652868776e-06,1.1072963363899477e-06,-5.065299756573432e-07,7.882245317136225e-05,2.6941686415404868e-05,9.465970590652342e-06
2,4.313999999999775,3.6571320263968167e-06,1.0635097005297265e-06,-5.668862128107626e-07,-5.27327388900607e-05,-4.378663586022124e-05,-6.0356237153419274e-05
2,4.315999999999776,3.648443586970347e-06,1.1151452980139141e-06,-5.523383415100225e-07,-8.688439426469576e-06,5.163559748418766e-05,1.454787130074002e-05
2,4.317999999999777,3.6146991742448747e-06,1.0704804540196664e-06,-5.138057160976966e-07,-3.3744412725472106e-05,-4.466484399424763e-05,3.853262541232586e-05
2,4.319999999999777,3.5894793080562654e-06,1.0916545893256626e-06,-4.995601067740983e-07,-2.5219866188609097e-05,2.1174135305996107e-05,1.424560932359834e-05
2,4.321999999999778,3.683396302586343e-06,1.1192013209333523e-06,-4.243611602867439e-07,9.391699453007745e-05,2.7546731607689703e-05,7.519894648735441e-05
2,4.323999999999779,3.6861522245553176e-06,1.1053890591175468e-06,-4.266380171726495e-07,2.7559219689746514e-06,-1.3812261815805543e-05,-2.276856885905598e-06
2,4.325999999999779,3.7002681464702924e-06,1.0904342341995686e-06,-4.4443501855146864e-07,1.41159219149749e-05,-1.4954824917978123e-05,-1.7797001378819167e-05
2,4.32799999999978,3.716677668270905e-06,1.144221304686246e-06,-4.6584649648909255e-07,1.6409521800612767e-05,5.378707048667734e-05,-2.1411477937623897e-05
2,4.329999999999781,3.7232970502517315e-06,1.1558164254043077e-06,-4.4316964463633996e-07,6.619381980826537e-06,1.1595120718061649e-05,2.267685185275257e-05
2,4.331999999999781,3.7372293361952094e-06,1.2302067203883749e-06,-4.682360885489146e-07,1.3932285943477717e-05,7.439029498406727e-05,-2.5066443912574607e-05
2,4.333999999999782,3.769306578647764e-06,1.1684103033224749e-06,-4.318052285885866e-07,3.20772424525547e-05,-6.17964170659001e-05,3.6430859960327966e-05
